customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ValorCliente,GastoVsTiempo,Churn
1618-CFHME,Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1537654160425126,1.1019029196438264,Yes
3739-YBWAB,Male,0,Yes,No,36.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,-0.6817978812392885,-0.8391680848138788,No
0862-PRCBS,Female,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2.8324878506547093,0.014615156803621014,No
5813-UECBU,Male,1,No,No,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.4414715305735299,0.4746352619484893,Yes
9734-YWGEX,Female,0,No,No,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),-0.40186761213591904,1.498112977015144,Yes
9606-PBKBQ,Male,1,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.4153365582801339,0.5317190071582504,Yes
0156-FVPTA,Male,0,Yes,No,22.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.7485399745633531,0.007912953651831683,Yes
3427-GGZZI,Female,0,Yes,No,19.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.11643498206111828,0.9892120001269524,No
6695-FRVEC,Male,0,Yes,Yes,67.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),1.2086504675891903,-1.0171853957411563,No
9938-PRCVK,Female,0,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.9691756914077596,-1.3607780724176515,No
0378-TOVMS,Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,-0.9327824229731297,1.3347293786142196,Yes
1241-FPMOF,Male,0,No,No,52.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.6512056412054212,-1.6395841294384736,No
2004-OCQXK,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-1.096806151679432,1.287864141059461,Yes
3415-TAILE,Female,0,Yes,Yes,2.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,-1.3215679455739724,0.8331274475527608,Yes
5318-IXUZF,Female,0,No,No,2.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.9598140993899128,1.3974881520008355,Yes
1735-XMJVH,Male,0,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.92805217961363,-0.5378503749861103,No
4690-PKDQG,Female,1,Yes,No,42.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1.1927991785238965,0.5270790832131674,No
2398-YPMUR,Female,1,Yes,No,13.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.7671654526471627,0.6571928780320075,Yes
4080-OGPJL,Female,0,No,No,8.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,-0.9694770878393232,0.8168173047778015,Yes
9451-WLYRI,Female,0,Yes,No,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-0.6478648975313837,-1.6790955933266265,No
9274-UARKJ,Female,0,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.4474561417002393,0.9460638818739264,No
5057-LCOUI,Female,0,No,No,39.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.16104633731189116,-0.5265007627068836,Yes
5649-TJHOV,Male,1,Yes,No,27.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),-0.9546601502078388,-0.578835632600439,Yes
3178-FESZO,Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),-0.7951216576486093,1.77001831991021,Yes
9798-OPFEM,Female,0,No,No,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,-0.7921426342085663,-1.4508981094840607,No
5453-AXEPF,Male,0,Yes,No,17.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.3846557004941612,0.8197013692689227,No
8249-THVEC,Male,0,Yes,Yes,51.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-0.6863390274730508,-1.6207482995374796,No
2959-FENLU,Female,0,No,No,9.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),-0.6537776049678525,1.1592352491002909,No
9233-PSYHO,Female,1,No,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.4908172074732788,0.5595183983590738,No
6837-HAEVO,Male,0,Yes,Yes,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,2.951091072588692,0.015648478413722723,No
1399-OUPJN,Female,0,Yes,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.4619804945062334,-1.7672072664352458,No
8050-WYBND,Female,0,No,Yes,22.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),-0.8607896474067592,-0.11395366280982233,No
7439-DKZTW,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-1.1198858397473639,1.250978029016234,No
2709-UQGNP,Male,0,No,No,10.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.2503988204283722,0.254278394885206,No
0301-KOBTQ,Male,0,No,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.2269909963008174,-1.124254046427639,No
4828-FAZPK,Female,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.43677735434503123,0.8317976768749707,No
8961-QDZZJ,Female,0,Yes,Yes,57.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.9983958940873132,0.0974499430088714,No
1057-FOGLZ,Female,0,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.6222185882338966,-0.7832797171207857,No
4174-LPGTI,Female,0,Yes,Yes,41.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.34915598551390736,-0.18061022783984712,Yes
7901-HXJVA,Male,0,No,No,14.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,-0.5835273280105429,0.7930414289858515,No
7943-RQCHR,Female,0,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.4691427570660693,1.4054267098708355,Yes
8510-AWCXC,Female,1,No,No,13.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.15683621300872574,1.4545759536991127,Yes
1452-VOQCH,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.2097317682975268,1.1073856642765298,No
8375-KVTHK,Male,0,Yes,No,68.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,2.693586207054802,-0.06834994127608637,No
7033-CLAMM,Female,0,Yes,Yes,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.7341943692290952,-1.526496597578742,No
3606-TWKGI,Male,1,No,No,13.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.04168377741635637,1.6138829203769691,Yes
5493-SDRDQ,Male,0,No,No,2.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-1.4993430125336409,0.5541398064281063,Yes
5985-TBABQ,Female,0,No,No,32.0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,0.14476249468155886,0.2714855169031839,No
2239-CGBUZ,Female,0,Yes,No,51.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.6046456468695837,-0.5972024898886499,No
4110-PFEUZ,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.3012262459953992,0.9611585772480241,Yes
6061-PQHMK,Female,0,No,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.4166816333908365,-0.9531360553681265,No
7473-ZBDSN,Female,0,Yes,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.7681718127460198,-0.703221028282239,No
1137-DGOWI,Female,0,Yes,No,30.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),0.0011417929352424577,0.20448509783371593,No
9739-JLPQJ,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.6225995863118046,0.2327055973420441,No
5018-GWURO,Female,0,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.6386832585168718,-0.10798917095071102,No
6176-YJWAS,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),2.8528819323782764,-0.23911190987365372,No
6518-PPLMZ,Male,0,Yes,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-0.6072776783499404,-1.6732412541554336,No
8963-JLGJT,Male,0,No,Yes,3.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,-1.4503808927905908,0.5493344427372067,No
3208-YPIOE,Male,0,No,No,39.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5287694208673693,0.09135469120482538,Yes
4289-DTDKW,Male,0,Yes,No,40.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2927986227469557,0.7229188739897843,Yes
3507-GASNP,Male,0,No,Yes,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.4132644876459368,-1.8336006649434775,No
2200-DSAAL,Female,0,No,No,68.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.9606049455567995,-0.5465143873348403,No
1960-UOTYM,Male,0,Yes,Yes,52.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,1.1843227756453125,-0.15317988409052874,No
8328-SKJNO,Male,0,No,Yes,23.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),-1.0046288685431435,-0.3683519346374308,No
9548-LIGTA,Male,0,Yes,No,61.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,1.6354844489117883,-0.346931097105785,No
9972-EWRJS,Female,0,Yes,Yes,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.20936572286823413,-2.0298430350944314,No
5485-ITNPC,Male,0,Yes,No,66.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2.07656337883317,-0.36618876335624295,No
7089-RKVSZ,Male,0,Yes,Yes,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.8313162079327279,-0.4061009633353163,No
4504-YOULA,Female,0,Yes,Yes,35.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.07614245226075625,-0.20192662482741708,No
8046-DNVTL,Male,0,Yes,No,62.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),0.2715937218183545,-1.4235706793021377,No
2792-LSHWX,Female,0,No,No,1.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,-1.0729021890376453,1.3260676142470886,No
5996-DAOQL,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-2.1106638775207207,-0.3324900665537129,No
5465-BUBFA,Female,0,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.9849292689757807,-1.3704311557258844,No
5663-QBGIS,Male,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),2.8055246082688523,-0.22335535670725043,No
2462-XIIJB,Male,0,No,No,5.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,-0.7254446206735645,1.4570390870491772,Yes
5322-TEUJK,Female,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3.3865411805525687,0.19692785500892176,No
8473-VUVJN,Male,1,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.2336357309393131,1.0691821910889023,Yes
6650-VJONK,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.7249033769567184,0.28403494902593374,No
6485-QXWWE,Female,0,No,Yes,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.13831425754691282,-1.7359917700675735,No
2888-ADFAO,Female,0,Yes,Yes,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.7352772726997565,-1.4732327206518154,No
4385-GZQXV,Female,1,No,No,16.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,-0.13111742908676252,1.2073895442839815,Yes
4455-BFSPD,Female,0,Yes,No,61.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),2.437524340042555,0.13712836530942213,No
9347-AERRL,Male,0,Yes,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.484694388934083,-0.9184765359264656,No
1513-XNPPH,Female,0,No,No,12.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,-0.42645794180652397,1.1845410502229754,Yes
7336-RLLRH,Male,0,Yes,No,27.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,0.10498591960773587,0.5578929872085571,No
6188-UXBBR,Female,0,Yes,No,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.0266130862658978,-1.272585072536061,No
4716-MRVEN,Female,0,No,No,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.3016151548362593,-1.0511638338093297,No
3913-RDSJZ,Female,0,Yes,No,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.07712676200760105,-1.7993298325397817,No
4807-IZYOZ,Female,0,No,No,51.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.6593977740566119,-1.588426871155491,No
3401-URHDA,Male,0,No,No,51.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),0.5653540496098244,-0.6101675135975465,No
1666-JZPZT,Male,0,No,No,27.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6766998312523428,-0.2564480070193028,No
0295-QVKPB,Male,0,No,No,5.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),-1.2269910097414318,0.7078128278115488,No
7765-LWVVH,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,2.727774149804347,-0.3066460922920749,No
4626-OZDTJ,Female,0,Yes,No,51.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.1332204487712356,-0.14118215583152066,No
2114-MGINA,Female,0,No,No,14.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.36397024209368717,1.1448275524908123,Yes
8467-WYNSR,Male,0,No,No,22.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.7047104606511828,0.028821575965950055,No
3058-HJCUY,Male,0,Yes,Yes,41.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.3661816635316544,0.7297225266777286,Yes
5542-NKVRU,Female,0,No,No,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.9173299529815417,-1.358876926893712,No
9408-SSNVZ,Female,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1642097044473239,0.8974022290915402,Yes
5684-FJVYR,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),2.569378088540123,-0.4240498808855833,No
7874-ECPQJ,Female,0,No,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-2.0287944434981053,-0.4188546637926225,No
4468-KAZHE,Female,1,Yes,No,20.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.6698210893488948,0.20720786912723427,No
7184-LRUUR,Female,0,No,No,22.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),-0.4853970463422313,0.2912183415802967,No
5370-IIVVL,Male,0,No,No,37.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.1776247461122071,0.8907406595551193,No
8885-QSQBX,Female,0,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.6309360755372817,0.43421411948764244,No
6683-VLCTZ,Male,1,No,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.12438925556580961,1.2075459154026067,Yes
7978-DKUQH,Female,0,Yes,No,25.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.16091299055355662,0.4538204293794775,No
3249-ZPQRG,Male,0,No,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-1.0118281078843714,1.1145801398815434,Yes
6285-FTQBF,Male,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.1524321560155669,-2.0009181816840274,No
6878-GGDWG,Female,0,Yes,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.2297412535279886,-1.1421500684881507,No
7328-ZJAJO,Female,0,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.4341479863941902,-1.8217312526655638,No
5186-PEIZU,Female,0,No,No,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.169612228218735,-1.2194267611430087,No
4632-XJMEX,Male,0,No,Yes,53.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),0.768870963849812,-0.5922690558392442,No
8231-BSWXX,Male,0,No,No,71.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),2.0688381782277196,-0.6689584799075183,No
8168-UQWWF,Female,0,No,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.30991100371141084,1.4317992265387098,Yes
9371-BITHB,Female,0,Yes,Yes,52.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.6347301012814636,-1.6355891749904599,No
2144-ESWKO,Male,0,No,No,43.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),-0.47984082749854917,-1.0198548254283892,No
1982-FEBTD,Female,0,Yes,Yes,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.3743557854187767,-0.7531157147238432,No
8108-UXRQN,Female,0,Yes,Yes,11.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,-1.2331814270964725,0.19945414772227243,No
8868-WOZGU,Male,0,No,No,28.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7562990350591906,1.1668281224251813,Yes
8769-KKTPH,Female,0,Yes,Yes,63.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),2.438328223854434,0.0502914003554329,No
2931-FSOHN,Male,1,No,No,13.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.9705513066611208,0.39046160053060947,No
9658-WYUFB,Female,0,No,No,17.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.0778346533309213,1.1784160211679295,Yes
1212-GLHMD,Male,0,No,No,3.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,-0.9366991714065674,1.342093552901455,No
3859-CVCET,Female,0,No,No,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.5834815211717512,0.2533824081989922,Yes
0178-SZBHO,Male,0,Yes,Yes,47.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,1.198541378704637,0.18109462336863094,No
5795-BKOYE,Female,0,Yes,Yes,69.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),1.2865798464442144,-1.1058928773960202,No
4587-NUKOX,Female,0,No,No,3.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.0487687051722516,1.158738130291281,Yes
1734-ZMNTZ,Female,0,Yes,Yes,11.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.7240203286651476,-0.4669830193873874,No
3217-FZDMN,Female,1,No,No,8.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),-0.5399322768859678,1.4263137757434283,Yes
5222-JCXZT,Male,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-2.0477205708979684,-0.44636292914616443,No
4598-ZADCK,Female,0,No,No,53.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,0.4617191416792752,-0.8210235640546593,No
4712-UYOOI,Female,0,Yes,Yes,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.5627248733740882,-0.8241007428157924,No
9708-HPXWZ,Male,1,No,No,5.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),-1.5574937131078284,0.22146027998993847,No
2608-BHKFN,Female,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.1662514225717966,0.8948055302651678,Yes
1221-GHZEP,Female,0,No,No,62.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,1.1379453867261289,-0.7669049765068008,No
9391-DXGGG,Female,1,No,No,44.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),1.1529419515417987,0.3072609246636623,No
1449-XQEMT,Male,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-2.0639423915796886,-0.4000174256152422,Yes
2725-TTRIQ,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2.3017837714829086,-0.5700112349738128,No
5442-PPTJY,Male,0,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.799049665584658,-0.6302405259896664,No
6645-MXQJT,Male,0,Yes,Yes,2.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.798564765658076,1.659912000526406,No
6425-JWTDV,Male,0,Yes,No,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.7997152371114697,-1.5467045209757113,No
5543-QDCRY,Male,0,No,No,4.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-1.396637128769272,0.5356841835538613,No
5153-RTHKF,Female,0,No,No,34.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.5414068865384835,0.48445934182513606,No
3658-QQJYD,Male,0,No,No,62.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1.534861978931806,-0.5482287168348823,No
5275-SQEIZ,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,-1.1149401923042357,1.2588821958826397,Yes
7247-XOZPB,Male,0,Yes,No,53.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),1.218978334712078,-0.22924965728378796,No
1754-GKYPY,Male,1,Yes,No,22.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.05613576034154685,0.9234142739335731,No
